id,canonical_slug,name,created,description,context_length,supported_parameters,hugging_face_id,knowledge_cutoff,expiration_date,supported_voices
sao10k/l3.1-euryale-70b,sao10k/l3.1-euryale-70b,Sao10K: Llama 3.1 Euryale 70B v2.2,1724803200,Euryale L3.1 70B v2.2 is a model focused on creative roleplay from [Sao10k](https://ko-fi.com/sao10k). It is the successor of [Euryale L3 70B v2.1](/models/sao10k/l3-euryale-70b).,131072,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,Sao10K/L3.1-70B-Euryale-v2.2,2023-12-31,,
nousresearch/hermes-3-llama-3.1-70b,nousresearch/hermes-3-llama-3.1-70b,Nous: Hermes 3 70B Instruct,1723939200,"Hermes 3 is a generalist language model with many improvements over [Hermes 2](/models/nousresearch/nous-hermes-2-mistral-7b-dpo), including advanced agentic capabilities, much better roleplaying, reasoning, multi-turn conversation, long context coherence, and improvements across the...",131072,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; seed; stop; structured_outputs; temperature; top_k; top_p,NousResearch/Hermes-3-Llama-3.1-70B,2023-12-31,,
nousresearch/hermes-3-llama-3.1-405b,nousresearch/hermes-3-llama-3.1-405b,Nous: Hermes 3 405B Instruct,1723766400,"Hermes 3 is a generalist language model with many improvements over Hermes 2, including advanced agentic capabilities, much better roleplaying, reasoning, multi-turn conversation, long context coherence, and improvements across the...",131072,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_k; top_p,NousResearch/Hermes-3-Llama-3.1-405B,2023-12-31,,
sao10k/l3-lunaris-8b,sao10k/l3-lunaris-8b,Sao10K: Llama 3 8B Lunaris,1723507200,"Lunaris 8B is a versatile generalist and roleplaying model based on Llama 3. It's a strategic merge of multiple models, designed to balance creativity with improved logic and general knowledge....",8192,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_k; top_logprobs; top_p,Sao10K/L3-8B-Lunaris-v1,2023-12-31,,
openai/gpt-4o-2024-08-06,openai/gpt-4o-2024-08-06,OpenAI: GPT-4o (2024-08-06),1722902400,"The 2024-08-06 version of GPT-4o offers improved performance in structured outputs, with the ability to supply a JSON schema in the respone_format. Read more [here](https://openai.com/index/introducing-structured-outputs-in-the-api/). GPT-4o (""o"" for ""omni"") is...",128000,frequency_penalty; logit_bias; logprobs; max_completion_tokens; max_tokens; prediction; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p; web_search_options,,2023-10-31,,
meta-llama/llama-3.1-70b-instruct,meta-llama/llama-3.1-70b-instruct,Meta: Llama 3.1 70B Instruct,1721692800,Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This 70B instruct-tuned version is optimized for high quality dialogue usecases. It has demonstrated strong...,131072,frequency_penalty; logit_bias; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_p,meta-llama/Meta-Llama-3.1-70B-Instruct,2023-12-31,,
meta-llama/llama-3.1-8b-instruct,meta-llama/llama-3.1-8b-instruct,Meta: Llama 3.1 8B Instruct,1721692800,Meta's latest class of model (Llama 3.1) launched with a variety of sizes & flavors. This 8B instruct-tuned version is fast and efficient. It has demonstrated strong performance compared to...,131072,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,meta-llama/Meta-Llama-3.1-8B-Instruct,2023-12-31,,
mistralai/mistral-nemo,mistralai/mistral-nemo,Mistral: Mistral Nemo,1721347200,"A 12B parameter model with a 128k token context length built by Mistral in collaboration with NVIDIA. The model is multilingual, supporting English, French, German, Spanish, Italian, Portuguese, Chinese, Japanese,...",131072,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_k; top_logprobs; top_p,mistralai/Mistral-Nemo-Instruct-2407,2024-04-30,,
openai/gpt-4o-mini,openai/gpt-4o-mini,OpenAI: GPT-4o-mini,1721260800,"GPT-4o mini is OpenAI's newest model after [GPT-4 Omni](/models/openai/gpt-4o), supporting both text and image inputs with text outputs. As their most advanced small model, it is many multiples more affordable...",128000,frequency_penalty; logit_bias; logprobs; max_completion_tokens; max_tokens; prediction; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p; web_search_options,,2023-10-31,,
openai/gpt-4o-mini-2024-07-18,openai/gpt-4o-mini-2024-07-18,OpenAI: GPT-4o-mini (2024-07-18),1721260800,"GPT-4o mini is OpenAI's newest model after [GPT-4 Omni](/models/openai/gpt-4o), supporting both text and image inputs with text outputs. As their most advanced small model, it is many multiples more affordable...",128000,frequency_penalty; logit_bias; logprobs; max_tokens; prediction; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p; web_search_options,,2023-10-31,,
openai/gpt-4o-mini:batch,openai/gpt-4o-mini,OpenAI: GPT-4o-mini (batch),1721260800,"GPT-4o mini is OpenAI's newest model after [GPT-4 Omni](/models/openai/gpt-4o), supporting both text and image inputs with text outputs. As their most advanced small model, it is many multiples more affordable...",128000,frequency_penalty; logit_bias; logprobs; max_tokens; prediction; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p; web_search_options,,2023-10-31,,
google/gemma-2-27b-it,google/gemma-2-27b-it,Google: Gemma 2 27B,1720828800,Gemma 2 27B by Google is an open model built from the same research and technology used to create the [Gemini models](/models?q=gemini). Gemma models are well-suited for a variety of...,8192,frequency_penalty; max_tokens; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_p,google/gemma-2-27b-it,2024-06-30,,
openai/gpt-4o,openai/gpt-4o,OpenAI: GPT-4o,1715558400,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as...",128000,frequency_penalty; logit_bias; logprobs; max_completion_tokens; max_tokens; prediction; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p; web_search_options,,2023-10-31,,
openai/gpt-4o-2024-05-13,openai/gpt-4o-2024-05-13,OpenAI: GPT-4o (2024-05-13),1715558400,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as...",128000,frequency_penalty; logit_bias; logprobs; max_completion_tokens; max_tokens; prediction; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p; web_search_options,,2023-10-31,,
openai/gpt-4o:batch,openai/gpt-4o,OpenAI: GPT-4o (batch),1715558400,"GPT-4o (""o"" for ""omni"") is OpenAI's latest AI model, supporting both text and image inputs with text outputs. It maintains the intelligence level of [GPT-4 Turbo](/models/openai/gpt-4-turbo) while being twice as...",128000,frequency_penalty; logit_bias; logprobs; max_tokens; prediction; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p; web_search_options,,2023-10-31,,
mistralai/mixtral-8x22b-instruct,mistralai/mixtral-8x22b-instruct,Mistral: Mixtral 8x22B Instruct,1713312000,"Mistral's official instruct fine-tuned version of [Mixtral 8x22B](/models/mistralai/mixtral-8x22b). It uses 39B active parameters out of 141B, offering unparalleled cost efficiency for its size. Its strengths include: - strong math, coding,...",65536,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,mistralai/Mixtral-8x22B-Instruct-v0.1,2024-01-31,,
microsoft/wizardlm-2-8x22b,microsoft/wizardlm-2-8x22b,WizardLM-2 8x22B,1713225600,"WizardLM-2 8x22B is Microsoft AI's most advanced Wizard model. It demonstrates highly competitive performance compared to leading proprietary models, and it consistently outperforms all existing state-of-the-art opensource models. It is...",65535,frequency_penalty; max_tokens; presence_penalty; repetition_penalty; response_format; seed; stop; temperature; top_k; top_p,microsoft/WizardLM-2-8x22B,2024-04-30,,
openai/gpt-4-turbo,openai/gpt-4-turbo,OpenAI: GPT-4 Turbo,1712620800,"The latest GPT-4 Turbo model with vision capabilities. Vision requests can now use JSON mode and function calling.

Training data: up to December 2023.",128000,frequency_penalty; logit_bias; logprobs; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p,,2023-12-31,,
openai/gpt-4-turbo:batch,openai/gpt-4-turbo,OpenAI: GPT-4 Turbo (batch),1712620800,"The latest GPT-4 Turbo model with vision capabilities. Vision requests can now use JSON mode and function calling.

Training data: up to December 2023.",128000,frequency_penalty; logit_bias; logprobs; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p,,2023-12-31,,
anthropic/claude-3-haiku,anthropic/claude-3-haiku,Anthropic: Claude 3 Haiku,1710288000,"Claude 3 Haiku is Anthropic's fastest and most compact model for
near-instant responsiveness. Quick and accurate targeted performance.

See the launch announcement and benchmark results [here](https://www.anthropic.com/news/claude-3-haiku)

#multimodal",200000,max_tokens; stop; temperature; tool_choice; tools; top_k; top_p,,2023-08-31,,
mistralai/mistral-large,mistralai/mistral-large,Mistral Large,1708905600,"This is Mistral AI's flagship model, Mistral Large 2 (version `mistral-large-2407`). It's a proprietary weights-available model and excels at reasoning, code, JSON, chat, and more. Read the launch announcement [here](https://mistral.ai/news/mistral-large-2407/)....",128000,frequency_penalty; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_p,,2024-11-30,,
openai/gpt-3.5-turbo-0613,openai/gpt-3.5-turbo-0613,OpenAI: GPT-3.5 Turbo (older v0613),1706140800,"GPT-3.5 Turbo is OpenAI's fastest model. It can understand and generate natural language or code, and is optimized for chat and traditional completion tasks.

Training data up to Sep 2021.",4095,frequency_penalty; logit_bias; logprobs; max_completion_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p,,2021-09-30,,
openrouter/auto,openrouter/auto,Auto Router,1699401600,"The Auto Router automatically selects the best model for your prompt, powered by the wisdom of the market. It routes you based on what the OpenRouter community collectively spends on...",2000000,frequency_penalty; include_reasoning; logit_bias; logprobs; max_tokens; min_p; prediction; presence_penalty; reasoning; reasoning_effort; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_a; top_k; top_logprobs; top_p; web_search_options,,,,
openai/gpt-3.5-turbo-instruct,openai/gpt-3.5-turbo-instruct,OpenAI: GPT-3.5 Turbo Instruct,1695859200,This model is a variant of GPT-3.5 Turbo tuned for instructional prompts and omitting chat-related optimizations. Training data: up to Sep 2021.,4095,frequency_penalty; logit_bias; logprobs; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; top_logprobs; top_p,,2021-09-30,,
openai/gpt-3.5-turbo-16k,openai/gpt-3.5-turbo-16k,OpenAI: GPT-3.5 Turbo 16k,1693180800,"This model offers four times the context length of gpt-3.5-turbo, allowing it to support approximately 20 pages of text in a single request at a higher cost. Training data: up...",16385,frequency_penalty; logit_bias; logprobs; max_completion_tokens; max_tokens; presence_penalty; response_format; seed; stop; structured_outputs; temperature; tool_choice; tools; top_logprobs; top_p,,2021-09-30,,
mancer/weaver,mancer/weaver,Mancer: Weaver (alpha),1690934400,"An attempt to recreate Claude-style verbosity, but don't expect the same level of coherence or memory. Meant for use in roleplay/narrative situations.",8000,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; temperature; top_a; top_k; top_logprobs; top_p,,2023-06-30,,
undi95/remm-slerp-l2-13b,undi95/remm-slerp-l2-13b,ReMM SLERP 13B,1689984000,A recreation trial of the original MythoMax-L2-B13 but with updated models. #merge,6144,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_a; top_k; top_logprobs; top_p,Undi95/ReMM-SLERP-L2-13B,2023-06-30,,
gryphe/mythomax-l2-13b,gryphe/mythomax-l2-13b,MythoMax 13B,1688256000,"One of the highest performing and most popular fine-tunes of Llama 2 13B, with rich descriptions and roleplay. #merge",8192,frequency_penalty; logit_bias; logprobs; max_tokens; min_p; presence_penalty; repetition_penalty; response_format; seed; stop; structured_outputs; temperature; top_a; top_k; top_logprobs; top_p,Gryphe/MythoMax-L2-13b,2023-06-30,,
